O=C1C(c2ccccc2)(C(=O)NC(=O)N1)CC;2.5740;1
C(C(CC)(O)c1ccccc1)OC(=O)N;1.9410;2
C(=O)(O)C(C)O;1.6130;3
C(=O)(c1c(c(ccc1Cl)Cl)Cl)O;2.3670;3
c12c(oc3c(n2)c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N4CCCC4C(=O)N(CC(=O)N([C@H](C(=O)O[C@@H]2C)C(C)C)C)C)ccc3C)c(c(=O)c(c1C(=O)N[C@@H]1C(=O)N[C@H](C(C)C)C(=O)N2CCCC2C(=O)N(CC(=O)N([C@H](C(=O)O[C@@H]1C)C(C)C)C)C)N)C;1.9120;3
ClCCN(Cc1ccccc1)Cc1ccccc1;1.9440;3
C(c1ccccc1)[C@@H](N)C;2.7600;3
ClCCN(C)CCCl;3.0380;3
S=P(N1CC1)(N1CC1)N1CC1;1.8110;3
N(C(CCCN(CC)CC)C)c1c2c(ncc1)cc(cc2)Cl;2.7560;3
CN1[C@H](c2cccnc2)CCC1;2.0700;3
c1(c(cc(c(c1)S(=O)(=O)N)Cl)NCc1ccco1)C(=O)O;1.5030;3
c1(c(ncc(c1C=O)COP(=O)(O)O)C)O;1.8060;3
c1cc(ccc1)CC(C)NN;5.0630;3
CN(c1ccc(cc1)/N=N/c1cc(ccc1)C)C;1.4350;3
Cc1cc(=O)[nH]c(=S)[nH]1;1.4820;3
N(CCCN)CCCN;1.5330;3
C(=O)(O)CN;2.3620;3
c12nccc(c2cc(cc1)OC)[C@@H](C1C[C@H]2[C@H](CN1CC2)C=C)O;2.2510;3
O=P(N1C(C1)C)(N1C(C1)C)N1C(C1)C;1.2050;3
C1CC(C(=O)OCC)(c2ccccc2)CCN1C;1.6750;3
[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)(O[C@@H]1[C@@H]([C@@H](O)[C@@H]([C@H](O1)CO)O)O)CO;1.4350;3
CC(CO)O;1.9680;3
[C@H]1(O[C@H]([C@@H]([C@@]1(O)C=O)O[C@H]1[C@H]([C@@H]([C@H]([C@@H](O1)CO)O)O)NC)O[C@H]1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=N)N)O)NC(=N)N)O)O)C;2.5840;3
Nc1c(c(nc(n1)N)CC)c1ccc(cc1)Cl;2.6870;3
c1(nc(nc2c1nc(nc2N1CCCCC1)N(CCO)CCO)N(CCO)CCO)N1CCCCC1;1.9370;3
n1(c2c([nH]cn2)c(=O)n(c1=O)C)C;1.8970;3
S1(=O)(=O)c2cc(S(=O)(=O)N)c(cc2N=CN1)Cl;2.6180;3
N(S(=O)(=O)c1ccc(cc1)N)c1nc2c(nc1)cccc2;1.7360;3
OC(=O)c1cccnc1;1.6030;3
O=[N+](c1ccc(o1)/C=N/NC(=O)N)[O-];1.6210;3
c1(ccccc1)CCO;1.8470;3
S=P(SCC(=O)NC)(OC)OC;1.7460;3
c1ccc2c(c1)N(CC(C)CN(C)C)c1c(S2)ccc(c1)OC;2.1860;3
CSCC[C@@H](C(=O)O)N;1.2280;3
c1cccc(c1)CC(=O)NC(=O)N;3.9570;3
C(=O)(Nc1cc(C)ccc1)N;1.7410;3
C(=O)(NC)Oc1cc(ccc1)C(C)C;1.6520;3
NC(=O)Nc1ccccc1;0.9930;3
C(=O)O;3.6600;3
CCCCCC=O;1.2050;3
N(CCCl)(CCCl)c1c[nH]c(=O)[nH]c1=O;2.3680;3
O=c1oc2ccccc2c(c1Cc1c(O)c2ccccc2oc1=O)O;2.1250;3
CO;1.5790;3
c12c(c(ncn1)N)ccn2C1OC(C(C1O)O)CO;2.2090;3
c1(C(=O)O)c(O)cccc1;2.3560;3
[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O;1.3920;3
CCS(=O)CC;2.0220;3
c1ccccc1;1.7650;3
c1ccc2c(c1)CCc1c(C2=CCCNC)cccc1;2.2800;3
ClC;3.3830;3
CCBr;1.6440;3
CC(C)Cl;1.7480;3
CC(Cl)Cl;1.3970;3
C=C(Cl)Cl;1.6520;3
C(C)(C)(C)O;4.8960;3
C(CBr)(Cl)(Cl)Br;2.7140;3
C(=O)(C(C)(C)C)O;2.0300;3
C1(c2ccccc2)(C(=O)OCC)CCCN(CC1)C;1.5330;3
N1(C(=O)N(C(C1=O)(C)C)Br)Br;1.5090;3
C(Cc1ccccc1)(C(CN(C)C)C)(OC(=O)CC)c1ccccc1;1.8270;3
C1(C)C23C(CC1)C(C(C2)[C@@](CC3)(OC(=O)C)C)(C)C;1.7480;3
C12C(C3CC1C=C3)CC=C2;0.9980;3
C(C(CC(=O)OCC)(O)C(=O)OCC)C(=O)OCC;1.4890;3
O([Si](OCC)(OCC)C=C)CC;2.3020;3
C1C2(COC(O1)C=C)COC(OC2)C=C;2.2570;3
O=P(OCC)(OCC)OCC;2.4350;3
P(=O)(OCC(CCl)Cl)(OCC(CCl)Cl)OCC(CCl)Cl;2.8140;3
O([Si](OCC)(C)C)CC;1.6540;3
C(#N)C(C)(C)/N=N/C(C#N)(C)C;2.8910;3
C1OCC1(CCl)CCl;1.5560;3
C(#N)C(C)C;1.5600;3
C(=O)C(=C)C;0.9510;3
C(=C)(Cl)CCl;2.6220;3
CC(=O)CC;1.7870;3
ClC(=O)CCl;1.4280;3
C(=O)(CCl)N;3.5110;3
O=C(O)CC;2.1380;3
NC(=S)NN;2.1680;3
ClC(C(Cl)Cl)Cl;1.5350;3
O=C(C(Cl)Cl)Cl;2.6290;3
OC(=O)C(Cl)Cl;1.3090;3
C(C(C)(C)c1c(O)cc(c(c1)O)C(CC)(C)C)C;0.9370;3
O(S(=O)(=O)c1ccccc1)C;3.0120;3
CCC(C)(C)c1ccc(cc1)O;3.3510;3
O(S(=O)(=O)c1ccc(cc1)C)C;5.0090;3
C1CC(CCC1(N)C)C(C)(N)C;4.5320;3
C(=O)(OC)C(=C)Cl;5.5610;3
c1(c2c(ccc1N)cccc2)S(=O)(=O)O;1.7320;3
O=C1OC(=O)c2c3c1ccc1c3c(cc2)C(=O)OC1=O;2.7480;3
o1c(=O)c(c(c2c1cccc2)O)[C@H](c1ccc(cc1)Cl)CC(=O)C;3.8530;3
C1(C(=O)c2c(C1=O)cccc2)C(=O)C(c1ccccc1)c1ccccc1;2.9450;3
Clc1c(c(c(c(c1Cl)Cl)Cl)Cl)[N+](=O)[O-];2.4630;3
C(=O)(c1c(O)c(ccc1)C)O;5.4060;3
CCCOC(=O)C1C(C)Cc2c(C1C(=O)OCCC)cc1c(c2)OCO1;2.5980;3
OS(=O)(=O)c1ccc(c2c1cccc2O)N;1.9440;3
CCC1C2C3c4c(CCN2CC(C1)C3)c1c([nH]4)ccc(c1)OC;1.4930;3
O=C(OC1CCCCC1)c1c(cccc1)C(=O)OC1CCCCC1;1.8730;3
CCOC(=O)c1ccccc1C(=O)OCC;3.4710;3
c1ccc2c(c1)N(CC(C)CN(C)C)c1c(S2)cccc1;2.1190;3
C(=O)(Cc1c(c(ccc1Cl)Cl)Cl)O;1.0810;3
c1(c(cccc1)C(=O)OCCCC)C(=O)OCc1ccccc1;2.3890;3
O=NN(c1ccccc1)c1ccccc1;1.3270;3
c1(cccc2c1cccc2)CCl;2.5800;3
O(C(=O)c1c(O)cccc1)CC(C)C;2.3670;3
c1c(c(ccc1)O)C(=O)OCCC(C)C;2.1820;3
O=C(OCC)c1c(N)cccc1;2.8240;3
c1cccc(c1)n1c(OC(=O)N(C)C)cc(n1)C;0.8850;3
Nc1c(c(ccc1)C)C;1.7380;3
Clc1c(Cl)cccc1Cl;1.3090;3
Nc1c(cccc1C)C;1.6960;3
C(=O)(C(CC)CC)O;2.3770;3
N(CC)(CC)C(=O)Cl;2.1320;3
c1c(c(c(cc1CN(C)C)C(C)(C)C)O)C(C)(C)C;1.6030;3
C1(C(CCCC1)C(C)(C)C)OC(=O)C;1.5520;3
Oc1c([N+](=O)[O-])cccc1;1.2520;3
c1c(c(cc(c1)Cl)Cl)C(=O)Cl;2.3650;3
C(=O)(C)c1c(cc(cc1)O)O;2.2500;3
O=CC1C(CC=CC1)C;2.3170;3
c1(c(OC)cccc1)N;1.9480;3
c1ccc2c(c1)c(ccc2)Cl;1.5570;3
Oc1cccc2c1cccc2;1.4460;3
[nH]1nnc(=O)c2c1cccc2;2.6980;3
C(=O)(C)O[C@@H](c1ccccc1)C(Cl)(Cl)Cl;2.0460;3
c1(O)cc2oc(=O)cc(c2cc1)C;1.7740;3
[C@H]12[C@@H]3CN4CCCC[C@H]4[C@@H](C3)CN2CCCC1;2.8570;3
C1(=O)[C@@H](CCCC1)C1CCCCC1;1.1480;3
[C@H](c1ccccc1)([C@@H](NC)C)O;1.9800;3
c1c(cccc1)C(C(OC)OC)C;3.2800;3
c1(c(cccc1)OC)OC;2.3660;3
Cc1cc(=O)oc2c1ccc(c2)N(CC)CC;3.4250;3
O=C(c1c(cccc1)S[As](c1ccc(cc1)NC(=O)N)Sc1c(C(=O)O)cccc1)O;1.5220;3
c1c(cccc1N(CCO)CCO)C;2.7170;3
N(CCN(CC)c1cc(C)c(cc1)N)S(=O)(=O)C;3.8520;3
c1cccc(c1Cc1ccccc1)OCCN(C)C;1.9480;3
N(c1ccccc1)(CC)CCCl;1.5030;3
c1c(cccc1)c1ccccc1;1.7670;3
c1ccccc1N(CCC#N)CCO;2.2460;3
c1ccc2c(c1)Nc1c(C2)cccc1;2.8740;3
O(C)c1cc(CC=C)ccc1OC;1.7030;3
C(=O)(Oc1c(OC)cc(cc1)CC=C)C;1.4570;3
C(=O)(CCl)N(CC=C)CC=C;1.6060;3
Clc1c(cc(c(c1)Cl)Cl)OCC(=O)O;1.6730;3
C(=O)(c1ccccc1)OCC;1.8080;3
Clc1cc(ccc1OCC(=O)OC(C)C)Cl;2.6890;3
C(COCCOCCOC(=O)C(CCCC)CC)OC(=O)C(CCCC)CC;1.9760;3
C=CCc1ccc2c(c1)OCO2;2.2970;3
O1COc2c1cc(cc2)/C=C/C=C/C(=O)N1CCCCC1;3.5620;3
C(COc1c(Cl)cc(cc1)Cl)OC(=O)c1ccccc1;3.7080;3
C(=N\CC(/N=C/c1c(O)cccc1)C)/c1c(O)cccc1;1.6320;3
OCC(C(O)CCC)CC;4.3540;3
n1c(SNC2CCCCC2)sc2c1cccc2;2.3250;3
Nc1c(ccc(c1)Cl)Cl;3.4360;3
c1c(c(cc(c1Cl)O)Cl)Cl;3.5910;3
ClC(CCl)CCl;1.7630;3
S=C1NCCS1;0.8440;3
Oc1c(I)cc(c(c1I)CC(C(=O)O)CC)I;1.9700;3
Oc1c(cc(cc1Sc1c(c(cc(c1)Cl)Cl)O)Cl)Cl;2.3660;3
Oc1ccc(cc1Cc1cc(Cl)ccc1O)Cl;3.2890;3
C(=O)c1c(ccc(c1)[N+](=O)[O-])O;1.5270;3
c1(c(ccc(c1)/C=C/C)O)OC;1.7090;3
O=C(OCC)C(=C)C;3.0430;3
S=C(N(CC)CC)SSC(=S)N(CC)CC;3.0140;3
O1[C@@H]2[C@H]1[C@@H]1C[C@H]2[C@H](C1)C(=O)OCC;2.2110;3
C(C(CC)CC)O;3.2740;3
ClC(c1ccccc1)(Cl)Cl;3.1520;3
FC(F)(F)c1ccccc1;2.3970;3
FC(F)(F)c1cccc(c1)N;1.4940;3
C1(CC=C(CC1)C)C(C)(C)O;2.4490;3
c1c(ccc(c1)Cl)S(=O)(=O)Cl;2.4430;3
c1ccccc1C(C)C;1.8540;3
ClC(=O)c1ccccc1;2.1000;3
NC(=O)c1cccnc1;1.4040;3
O=[N+](c1cc(c(c(c1)Cl)N)Cl)[O-];2.6600;3
c1(cccc(c1)[N+](=O)[O-])[N+](=O)[O-];2.5640;3
O=C(OC)c1ccc(cc1)C;1.3460;3
C1(=CC=C(CC1)C(C)C)C;2.0210;3
O=[N+](c1ccc(cc1)Cl)[O-];1.5850;3
C(=O)(C)c1ccc(cc1)OC;1.9240;3
C(CN)N(CC)CC;2.5550;3
C1CC=CCC1C#N;2.0060;3
O=Cc1ccccc1;1.7860;3
n1cccc(c1)C#N;1.5350;3
NNc1ccccc1;2.6010;3
N(O)c1ccccc1;2.8320;3
O1CCN(CC1)CC;3.9590;3
O=NN1CCCCC1;3.2460;3
C(Cc1ccccc1)(C)(C)O;2.1360;3
O=C(Nc1cccc(c1)Cl)OC(C)C;2.0060;3
C(C[C@@H](CCC)OCC)(OCC)OCC;1.6970;3
C(Cc1ccccc1)(OC)OC;1.6490;3
O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O;1.5790;3
O(c1ccc(cc1)Nc1ccc(cc1)OC)C;1.8910;3
c1(N)ccc(cc1)Cc1ccc(cc1)N;1.6930;3
N(C1CCCCC1)C1CCCCC1;2.2680;3
O(CC1CO1)c1cccc(c1)OCC1CO1;1.1260;3
N(c1ccccc1)C(=S)Nc1ccccc1;1.6150;3
c1(ccccc1)CCOC(=O)Cc1ccccc1;1.6640;3
CCNc1cc(C)ccc1;2.8550;3
